,contractSymbol,dailyDate1dAgo,dailyHighPrice,dailyLastPrice,dailyLowPrice,dailyOpenInterest,dailyOpenPrice,dailyPreviousPrice,dailyPriceChange,dailyVolume,expiredDate,hasOptions,implied_roll_yeild,main_volume,preminum,root,symbol,symbolCode,symbolType,year_num
ZQK18 (May '18),ZQK18 (May '18),2017-07-06,98.59,98.585,98.575,27393.0,98.585,98.585,0.0,3055,2018-05-16,True,0.0013,False,1.00207942385,ZQ,ZQK18,FUT,2,0.621917808219
ZQM18 (Jun '18),ZQM18 (Jun '18),2017-07-06,98.555,98.545,98.535,14945.0,98.545,98.545,0.0,7472,2018-06-16,True,0.0018,False,1.00248617383,ZQ,ZQM18,FUT,2,0.706849315068
ZQN18 (Jul '18),ZQN18 (Jul '18),2017-07-06,98.53,98.52,98.505,22443.0,98.53,98.52,0.0,3889,2018-07-16,True,0.0022,False,1.00274056029,ZQ,ZQN18,FUT,2,0.78904109589
ZQQ18 (Aug '18),ZQQ18 (Aug '18),2017-07-06,98.515,98.505,98.49,16617.0,98.51,98.505,0.0,1601,2018-08-16,True,0.0025,False,1.00289325415,ZQ,ZQQ18,FUT,2,0.87397260274
ZQU18 (Sep '18),ZQU18 (Sep '18),2017-07-06,98.515,98.505,98.49,9772.0,98.515,98.505,0.0,380,2018-09-16,True,0.0028,False,1.00289325415,ZQ,ZQU18,FUT,2,0.958904109589
ZQV18 (Oct '18),ZQV18 (Oct '18),2017-07-06,98.45,98.44,98.425,5447.0,98.44,98.44,0.0,1117,2018-10-16,True,0.0037,False,1.00355546526,ZQ,ZQV18,FUT,2,1.04109589041
ZQX18 (Nov '18),ZQX18 (Nov '18),2017-07-06,98.44,98.425,98.41,2550.0,98.44,98.43,-0.005,421,2018-11-16,True,0.0042,False,1.00370840742,ZQ,ZQX18,FUT,2,1.12602739726
ZQZ18 (Dec '18),ZQZ18 (Dec '18),2017-07-06,98.415,98.4,98.385,4189.0,98.41,98.405,-0.005,408,2018-12-16,True,0.0048,False,1.00396341463,ZQ,ZQZ18,FUT,2,1.20821917808
ZQF19 (Jan '19),ZQF19 (Jan '19),2017-07-06,98.37,98.36,98.345,7018.0,98.365,98.36,0.0,1260,2019-01-16,True,0.0057,False,1.00437169581,ZQ,ZQF19,FUT,2,1.29315068493
ZQG19 (Feb '19),ZQG19 (Feb '19),2017-07-06,98.365,98.355,98.34,4282.0,98.34,98.355,0.0,826,2019-02-16,True,0.0061,False,1.00442275431,ZQ,ZQG19,FUT,2,1.37808219178
ZQH19 (Mar '19),ZQH19 (Mar '19),2017-07-06,98.345,98.335,98.32,209.0,98.34,98.34,-0.005,53,2019-03-16,True,0.0067,False,1.00462704022,ZQ,ZQH19,FUT,2,1.45479452055
ZQJ19 (Apr '19),ZQJ19 (Apr '19),2017-07-06,98.315,98.31,98.29,366.0,98.31,98.315,-0.005,1,2019-04-16,True,0.0075,False,1.00488251449,ZQ,ZQJ19,FUT,2,1.5397260274
ZQK19 (May '19),ZQK19 (May '19),2017-07-06,98.31,98.305,98.285,84.0,98.29,98.305,0.0,36,2019-05-16,True,0.008,False,1.00493362494,ZQ,ZQK19,FUT,2,1.62191780822
ZQM19 (Jun '19),ZQM19 (Jun '19),2017-07-06,98.29,98.28,98.26,57.0,0.0,98.285,-0.005,0,2019-06-16,True,0.0089,False,1.00518925519,ZQ,ZQM19,FUT,2,1.70684931507
ZQN19 (Jul '19),ZQN19 (Jul '19),2017-07-06,98.27,98.26,98.24,118.0,98.245,98.27,-0.01,24,2019-07-16,True,0.0097,False,1.00539385304,ZQ,ZQN19,FUT,2,1.78904109589
ZQQ19 (Aug '19),ZQQ19 (Aug '19),2017-07-06,98.245,98.245,98.225,14.0,0.0,98.255,-0.01,0,2019-08-16,True,0.0104,False,1.0055473561,ZQ,ZQQ19,FUT,2,1.87397260274
ZQU19 (Sep '19),ZQU19 (Sep '19),2017-07-06,98.225,98.225,98.205,12.0,0.0,98.235,-0.01,0,2019-09-16,True,0.0113,False,1.00575209977,ZQ,ZQU19,FUT,2,1.95890410959
ZQV19 (Oct '19),ZQV19 (Oct '19),2017-07-06,98.205,98.195,98.175,114.0,98.185,98.21,-0.015,24,2019-10-16,True,0.0124,False,1.00605937166,ZQ,ZQV19,FUT,2,2.04109589041
ZQX19 (Nov '19),ZQX19 (Nov '19),2017-07-06,98.19,98.19,98.175,43.0,0.0,98.205,-0.015,0,2019-11-16,True,0.013,False,1.00611060189,ZQ,ZQX19,FUT,2,2.12602739726
ZQZ19 (Dec '19),ZQZ19 (Dec '19),2017-07-06,98.165,98.165,98.145,43.0,98.15,98.175,-0.01,1,2019-12-16,True,0.0141,False,1.00636683136,ZQ,ZQZ19,FUT,2,2.20821917808
ZQF20 (Jan '20),ZQF20 (Jan '20),2017-07-06,98.14,98.125,98.105,337.0,98.14,98.135,-0.01,85,2020-01-16,True,0.0156,False,1.00677707006,ZQ,ZQF20,FUT,2,2.29315068493
ZQG20 (Feb '20),ZQG20 (Feb '20),2017-07-06,98.135,98.12,98.095,306.0,98.135,98.13,-0.01,50,2020-02-16,True,0.0163,False,1.00682837342,ZQ,ZQG20,FUT,2,2.37808219178
ZQH20 (Mar '20),ZQH20 (Mar '20),2017-07-06,98.105,98.105,98.09,0.0,0.0,98.125,-0.02,0,2020-03-16,True,0.0172,False,1.00698231487,ZQ,ZQH20,FUT,2,2.45753424658
ZQJ20 (Apr '20),ZQJ20 (Apr '20),2017-07-06,98.08,98.08,98.06,1.0,0.0,98.1,-0.02,0,2020-04-16,True,0.0185,False,1.00723898858,ZQ,ZQJ20,FUT,2,2.54246575342
ZQK20 (May '20),ZQK20 (May '20),2017-07-06,98.07,98.07,98.055,1.0,0.0,98.095,-0.025,0,2020-05-16,True,0.0194,False,1.00734169471,ZQ,ZQK20,FUT,2,2.62465753425
ZQM20 (Jun '20),ZQM20 (Jun '20),2017-07-06,98.06,98.06,98.045,20.0,0.0,98.085,-0.025,0,2020-06-16,True,0.0203,False,1.00744442178,ZQ,ZQM20,FUT,2,2.7095890411
GEN17 (Jul '17),GEN17 (Jul '17),2017-07-06,98.6975,98.6925,98.6925,217869.0,98.6975,98.695,-0.0025,21965,2017-07-16,True,,False,,GE,GEN17,FUT,2,
GEQ17 (Aug '17),GEQ17 (Aug '17),2017-07-06,98.67,98.67,98.67,58552.0,98.67,98.665,0.005,8664,2017-08-16,True,,False,,GE,GEQ17,FUT,2,
GEU17 (Sep '17),GEU17 (Sep '17),2017-07-06,98.64,98.635,98.625,1505245.0,98.64,98.635,0.0,185317,2017-09-16,True,,False,,GE,GEU17,FUT,2,
GEV17 (Oct '17),GEV17 (Oct '17),2017-07-06,98.595,98.595,98.59,3651.0,98.595,98.59,0.005,405,2017-10-16,True,,False,,GE,GEV17,FUT,2,
GEX17 (Nov '17),GEX17 (Nov '17),2017-07-06,98.56,98.56,98.56,1097.0,0.0,98.555,0.005,0,2017-11-16,True,,False,,GE,GEX17,FUT,2,
GEZ17 (Dec '17),GEZ17 (Dec '17),2017-07-06,98.52,98.51,98.495,1817732.0,98.505,98.505,0.005,224040,2017-12-16,True,,False,,GE,GEZ17,FUT,2,
GEH18 (Mar '18),GEH18 (Mar '18),2017-07-06,98.415,98.41,98.39,1131337.0,98.405,98.405,0.005,191682,2018-03-16,True,,False,,GE,GEH18,FUT,2,
GEM18 (Jun '18),GEM18 (Jun '18),2017-07-06,98.335,98.325,98.305,1087936.0,98.33,98.32,0.005,186435,2018-06-16,True,,False,,GE,GEM18,FUT,2,
GEU18 (Sep '18),GEU18 (Sep '18),2017-07-06,98.255,98.24,98.22,1069228.0,98.245,98.24,0.0,196408,2018-09-16,True,,False,,GE,GEU18,FUT,2,
GEZ18 (Dec '18),GEZ18 (Dec '18),2017-07-06,98.16,98.14,98.12,1346941.0,98.15,98.145,-0.005,250246,2018-12-16,True,,True,0.0,GE,GEZ18,FUT,2,0.0027397260274
GEH19 (Mar '19),GEH19 (Mar '19),2017-07-06,98.105,98.08,98.055,787753.0,98.09,98.085,-0.005,139092,2019-03-16,True,0.0002,False,1.00061174551,GE,GEH19,FUT,2,0.287671232877
GEM19 (Jun '19),GEM19 (Jun '19),2017-07-06,98.045,98.015,97.995,673147.0,98.03,98.025,-0.01,162562,2019-06-16,True,0.0007,False,1.001275315,GE,GEM19,FUT,2,0.539726027397
GEU19 (Sep '19),GEU19 (Sep '19),2017-07-06,97.985,97.955,97.93,615628.0,97.975,97.965,-0.01,117579,2019-09-16,True,0.0015,False,1.00188862233,GE,GEU19,FUT,2,0.791780821918
GEZ19 (Dec '19),GEZ19 (Dec '19),2017-07-06,97.91,97.875,97.85,758005.0,97.895,97.89,-0.015,116417,2019-12-16,True,0.0028,False,1.00270753512,GE,GEZ19,FUT,2,1.04109589041
GEH20 (Mar '20),GEH20 (Mar '20),2017-07-06,97.865,97.83,97.805,437822.0,97.86,97.845,-0.015,94193,2020-03-16,True,0.0041,False,1.00316876214,GE,GEH20,FUT,2,1.2904109589
GEM20 (Jun '20),GEM20 (Jun '20),2017-07-06,97.82,97.78,97.76,302156.0,97.805,97.8,-0.02,82412,2020-06-16,True,0.0057,False,1.00368173451,GE,GEM20,FUT,2,1.54246575342
GEU20 (Sep '20),GEU20 (Sep '20),2017-07-06,97.775,97.73,97.71,238372.0,97.76,97.755,-0.025,58606,2020-09-16,True,0.0075,False,1.00419523176,GE,GEU20,FUT,2,1.79452054795
GEZ20 (Dec '20),GEZ20 (Dec '20),2017-07-06,97.715,97.67,97.645,298342.0,97.705,97.695,-0.025,52473,2020-12-16,True,0.0099,False,1.00481212245,GE,GEZ20,FUT,2,2.04383561644
GEH21 (Mar '21),GEH21 (Mar '21),2017-07-06,97.675,97.625,97.605,153880.0,97.66,97.65,-0.025,37216,2021-03-16,True,0.0121,False,1.00527528809,GE,GEH21,FUT,2,2.2904109589
GEM21 (Jun '21),GEM21 (Jun '21),2017-07-06,97.625,97.58,97.555,116212.0,97.615,97.605,-0.025,32092,2021-06-16,True,0.0147,False,1.00573888092,GE,GEM21,FUT,2,2.54246575342
GEU21 (Sep '21),GEU21 (Sep '21),2017-07-06,97.58,97.53,97.51,78242.0,97.57,97.56,-0.03,31019,2021-09-16,True,0.0176,False,1.0062544858,GE,GEU21,FUT,2,2.79452054795
GEZ21 (Dec '21),GEZ21 (Dec '21),2017-07-06,97.53,97.475,97.455,89873.0,97.52,97.51,-0.035,31820,2021-12-16,True,0.0209,False,1.00682226212,GE,GEZ21,FUT,2,3.04383561644
GEH22 (Mar '22),GEH22 (Mar '22),2017-07-06,97.49,97.435,97.415,66946.0,97.485,97.47,-0.035,28947,2022-03-16,True,0.024,False,1.00723559296,GE,GEH22,FUT,2,3.2904109589
GEM22 (Jun '22),GEM22 (Jun '22),2017-07-06,97.445,97.395,97.375,35204.0,97.445,97.43,-0.035,27881,2022-06-16,True,0.0274,False,1.00764926331,GE,GEM22,FUT,2,3.54246575342
GEU22 (Sep '22),GEU22 (Sep '22),2017-07-06,97.405,97.355,97.335,16775.0,97.4,97.39,-0.035,1184,2022-09-16,True,0.0309,False,1.00806327359,GE,GEU22,FUT,2,3.79452054795
GEZ22 (Dec '22),GEZ22 (Dec '22),2017-07-06,97.36,97.31,97.295,11712.0,97.3,97.35,-0.04,846,2022-12-16,True,0.0349,False,1.00852944199,GE,GEZ22,FUT,2,4.04383561644
GEH23 (Mar '23),GEH23 (Mar '23),2017-07-06,97.335,97.28,97.26,7876.0,97.315,97.325,-0.045,651,2023-03-16,True,0.0385,False,1.00884046053,GE,GEH23,FUT,2,4.2904109589
GEM23 (Jun '23),GEM23 (Jun '23),2017-07-06,97.3,97.25,97.235,4455.0,97.295,97.295,-0.045,441,2023-06-16,True,0.0423,False,1.00915167095,GE,GEM23,FUT,2,4.54246575342
GEU23 (Sep '23),GEU23 (Sep '23),2017-07-06,97.23,97.225,97.205,3284.0,97.205,97.27,-0.045,240,2023-09-16,True,0.0459,False,1.00941115968,GE,GEU23,FUT,2,4.79452054795
GEZ23 (Dec '23),GEZ23 (Dec '23),2017-07-06,97.205,97.195,97.18,2571.0,97.18,97.24,-0.045,151,2023-12-16,True,0.05,False,1.00972272236,GE,GEZ23,FUT,2,5.04383561644
GEH24 (Mar '24),GEH24 (Mar '24),2017-07-06,97.185,97.18,97.17,1679.0,97.185,97.225,-0.045,14,2024-03-16,True,0.0534,False,1.00987857584,GE,GEH24,FUT,2,5.29315068493
GEM24 (Jun '24),GEM24 (Jun '24),2017-07-06,97.155,97.155,97.155,804.0,0.0,97.2,-0.045,1,2024-06-16,True,0.0575,False,1.01013843858,GE,GEM24,FUT,2,5.54520547945
GEU24 (Sep '24),GEU24 (Sep '24),2017-07-06,97.135,97.135,97.115,811.0,97.115,97.18,-0.045,11,2024-09-16,True,0.0615,False,1.01034642508,GE,GEU24,FUT,2,5.79726027397
GEZ24 (Dec '24),GEZ24 (Dec '24),2017-07-06,97.11,97.11,97.11,1173.0,0.0,97.155,-0.045,10,2024-12-16,True,0.0659,False,1.01060652868,GE,GEZ24,FUT,2,6.04657534247
GEH25 (Mar '25),GEH25 (Mar '25),2017-07-06,97.115,97.105,97.105,494.0,97.115,97.145,-0.04,18,2025-03-16,True,0.069,False,1.01065856547,GE,GEH25,FUT,2,6.29315068493
GEM25 (Jun '25),GEM25 (Jun '25),2017-07-06,97.085,97.085,97.085,533.0,0.0,97.13,-0.045,10,2025-06-16,True,0.0733,False,1.01086676624,GE,GEM25,FUT,2,6.54520547945
GEU25 (Sep '25),GEU25 (Sep '25),2017-07-06,97.07,97.07,97.065,202.0,0.0,97.115,-0.045,3,2025-09-16,True,0.0774,False,1.01102297311,GE,GEU25,FUT,2,6.79726027397
GEZ25 (Dec '25),GEZ25 (Dec '25),2017-07-06,97.05,97.05,97.05,227.0,0.0,97.095,-0.045,11,2025-12-16,True,0.0819,False,1.01123132406,GE,GEZ25,FUT,2,7.04657534247
GEH26 (Mar '26),GEH26 (Mar '26),2017-07-06,97.045,97.045,97.045,239.0,0.0,97.09,-0.045,3,2026-03-16,True,0.0853,False,1.01128342522,GE,GEH26,FUT,2,7.29315068493
GEM26 (Jun '26),GEM26 (Jun '26),2017-07-06,97.03,97.03,97.03,152.0,0.0,97.075,-0.045,13,2026-06-16,True,0.0896,False,1.0114397609,GE,GEM26,FUT,2,7.54520547945
GEU26 (Sep '26),GEU26 (Sep '26),2017-07-06,97.02,97.02,97.02,89.0,97.02,97.065,-0.045,1,2026-09-16,True,0.0936,False,1.01154401154,GE,GEU26,FUT,2,7.79726027397
GEZ26 (Dec '26),GEZ26 (Dec '26),2017-07-06,97.005,97.005,97.005,51.0,0.0,97.05,-0.045,0,2026-12-16,True,0.0981,False,1.01170042781,GE,GEZ26,FUT,2,8.04657534247
GEH27 (Mar '27),GEH27 (Mar '27),2017-07-06,96.995,96.995,96.995,21.0,0.0,97.04,-0.045,0,2027-03-16,True,0.1022,False,1.0118047322,GE,GEH27,FUT,2,8.29315068493
GEM27 (Jun '27),GEM27 (Jun '27),2017-07-06,96.985,96.985,96.985,6.0,0.0,97.03,-0.045,1,2027-06-16,True,0.1065,False,1.0119090581,GE,GEM27,FUT,2,8.54520547945
ZWY00 (Cash),ZWY00 (Cash),2017-07-06,543.5,543.5,543.5,0.0,0.0,564.0,-20.5,0,2017-07-06,True,,False,,ZW,ZWY00,FUT,2,
ZWN17 (Jul '17),ZWN17 (Jul '17),2017-07-06,528.75,519.0,519.0,495.0,519.0,539.25,-20.25,190,2017-07-16,True,,False,,ZW,ZWN17,FUT,2,
ZWU17 (Sep '17),ZWU17 (Sep '17),2017-07-06,560.0,539.0,535.0,212491.0,560.0,560.0,-21.0,155826,2017-09-16,True,,True,0.0,ZW,ZWU17,FUT,2,0.0027397260274
ZWZ17 (Dec '17),ZWZ17 (Dec '17),2017-07-06,579.75,561.25,555.25,119016.0,579.75,580.0,-18.75,57076,2017-12-16,True,-0.0117,False,0.960356347439,ZW,ZWZ17,FUT,2,0.290410958904
ZWH18 (Mar '18),ZWH18 (Mar '18),2017-07-06,593.25,578.0,569.75,43890.0,593.0,593.5,-15.5,23651,2018-03-16,True,-0.0368,False,0.932525951557,ZW,ZWH18,FUT,2,0.53698630137
ZWK18 (May '18),ZWK18 (May '18),2017-07-06,598.25,586.75,576.5,13274.0,597.5,598.75,-12.0,8868,2018-05-16,True,-0.058,False,0.918619514274,ZW,ZWK18,FUT,2,0.704109589041
ZWN18 (Jul '18),ZWN18 (Jul '18),2017-07-06,600.0,590.75,577.0,20551.0,599.0,600.5,-9.75,10512,2018-07-16,True,-0.0768,False,0.912399492171,ZW,ZWN18,FUT,2,0.871232876712
ZWU18 (Sep '18),ZWU18 (Sep '18),2017-07-06,601.0,596.75,582.75,1418.0,601.0,604.0,-7.25,1125,2018-09-16,True,-0.1005,False,0.903225806452,ZW,ZWU18,FUT,2,1.04109589041
ZWZ18 (Dec '18),ZWZ18 (Dec '18),2017-07-06,610.0,607.25,590.5,4461.0,608.0,614.0,-6.75,2605,2018-12-16,True,-0.1426,False,0.887608069164,ZW,ZWZ18,FUT,2,1.2904109589
ZWH19 (Mar '19),ZWH19 (Mar '19),2017-07-06,611.5,610.25,600.75,703.0,611.5,618.75,-8.5,86,2019-03-16,True,-0.1737,False,0.883244571897,ZW,ZWH19,FUT,2,1.53698630137
ZWK19 (May '19),ZWK19 (May '19),2017-07-06,612.5,612.5,612.5,30.0,0.0,621.25,-8.75,0,2019-05-16,True,-0.1957,False,0.88,ZW,ZWK19,FUT,2,1.70410958904
ZWN19 (Jul '19),ZWN19 (Jul '19),2017-07-06,596.75,592.75,577.0,175.0,577.0,597.0,-4.25,24,2019-07-16,True,-0.163,False,0.90932096162,ZW,ZWN19,FUT,2,1.87123287671
ZCY00 (Cash),ZCY00 (Cash),2017-07-06,381.0,381.0,381.0,0.0,0.0,382.5,-1.5,0,2017-07-06,True,,False,,ZC,ZCY00,FUT,2,
ZCN17 (Jul '17),ZCN17 (Jul '17),2017-07-06,381.25,380.25,374.75,4096.0,380.0,381.75,-1.5,4854,2017-07-16,True,,False,,ZC,ZCN17,FUT,2,
ZCU17 (Sep '17),ZCU17 (Sep '17),2017-07-06,391.5,390.5,382.0,597440.0,390.25,392.0,-1.5,157781,2017-09-16,True,,False,,ZC,ZCU17,FUT,2,
ZCZ17 (Dec '17),ZCZ17 (Dec '17),2017-07-06,403.5,402.75,394.0,499453.0,402.0,404.0,-1.25,233498,2017-12-16,True,,True,0.0,ZC,ZCZ17,FUT,2,0.0027397260274
ZCH18 (Mar '18),ZCH18 (Mar '18),2017-07-06,413.25,412.25,403.5,106842.0,411.25,413.25,-1.0,35267,2018-03-16,True,-0.0067,False,0.976955730746,ZC,ZCH18,FUT,2,0.287671232877
ZCK18 (May '18),ZCK18 (May '18),2017-07-06,418.25,417.25,408.75,22000.0,415.5,418.25,-1.0,9134,2018-05-16,True,-0.016,False,0.965248651887,ZC,ZCK18,FUT,2,0.454794520548
ZCN18 (Jul '18),ZCN18 (Jul '18),2017-07-06,422.75,422.25,413.25,58201.0,421.0,422.75,-0.5,10465,2018-07-16,True,-0.029,False,0.953818827709,ZC,ZCN18,FUT,2,0.621917808219
ZCU18 (Sep '18),ZCU18 (Sep '18),2017-07-06,415.5,415.0,408.25,8697.0,414.25,416.0,-1.0,2461,2018-09-16,True,-0.0234,False,0.970481927711,ZC,ZCU18,FUT,2,0.791780821918
ZCZ18 (Dec '18),ZCZ18 (Dec '18),2017-07-06,421.0,420.5,412.5,38803.0,419.5,421.0,-0.5,6401,2018-12-16,True,-0.0439,False,0.957788347206,ZC,ZCZ18,FUT,2,1.04109589041
ZCH19 (Mar '19),ZCH19 (Mar '19),2017-07-06,427.25,427.25,423.5,869.0,425.25,427.25,0.0,73,2019-03-16,True,-0.0732,False,0.942656524283,ZC,ZCH19,FUT,2,1.28767123288
ZCK19 (May '19),ZCK19 (May '19),2017-07-06,431.0,431.0,424.25,260.0,425.25,431.0,0.0,5,2019-05-16,True,-0.0939,False,0.934454756381,ZC,ZCK19,FUT,2,1.45479452055
ZCN19 (Jul '19),ZCN19 (Jul '19),2017-07-06,434.5,434.5,428.0,473.0,428.0,434.5,0.0,32,2019-07-16,True,-0.1158,False,0.926927502877,ZC,ZCN19,FUT,2,1.62191780822
ZCU19 (Sep '19),ZCU19 (Sep '19),2017-07-06,420.5,420.5,420.5,175.0,0.0,423.0,-2.5,0,2019-09-16,True,-0.0744,False,0.957788347206,ZC,ZCU19,FUT,2,1.79178082192
ZCZ19 (Dec '19),ZCZ19 (Dec '19),2017-07-06,417.5,416.5,414.0,577.0,414.25,418.75,-2.25,23,2019-12-16,True,-0.0662,False,0.966986794718,ZC,ZCZ19,FUT,2,2.04109589041
ZSY00 (Cash),ZSY00 (Cash),2017-07-06,954.5,954.5,954.5,0.0,0.0,949.5,5.0,0,2017-07-06,True,,False,,ZS,ZSY00,FUT,2,
ZSN17 (Jul '17),ZSN17 (Jul '17),2017-07-06,982.0,980.75,970.0,2471.0,979.0,976.25,4.5,2199,2017-07-16,True,,False,,ZS,ZSN17,FUT,2,
ZSQ17 (Aug '17),ZSQ17 (Aug '17),2017-07-06,987.5,985.75,973.5,105355.0,983.75,981.75,4.0,41150,2017-08-16,True,,False,,ZS,ZSQ17,FUT,2,
ZSU17 (Sep '17),ZSU17 (Sep '17),2017-07-06,992.25,990.75,978.0,46104.0,988.0,986.5,4.25,14708,2017-09-16,True,,False,,ZS,ZSU17,FUT,2,
ZSX17 (Nov '17),ZSX17 (Nov '17),2017-07-06,1000.5,999.25,985.0,360595.0,996.0,994.25,5.0,146775,2017-11-16,True,,True,0.0,ZS,ZSX17,FUT,2,0.0027397260274
ZSF18 (Jan '18),ZSF18 (Jan '18),2017-07-06,1008.0,1006.75,992.25,46915.0,1003.0,1001.5,5.25,19368,2018-01-16,True,-0.0016,False,0.992550285572,ZS,ZSF18,FUT,2,0.208219178082
ZSH18 (Mar '18),ZSH18 (Mar '18),2017-07-06,1006.25,1004.25,990.5,31247.0,1000.25,999.25,5.0,15569,2018-03-16,True,-0.0018,False,0.99502116007,ZS,ZSH18,FUT,2,0.369863013699
ZSK18 (May '18),ZSK18 (May '18),2017-07-06,1009.25,1006.75,995.0,18368.0,1004.0,1003.75,3.0,7709,2018-05-16,True,-0.004,False,0.992550285572,ZS,ZSK18,FUT,2,0.53698630137
ZSN18 (Jul '18),ZSN18 (Jul '18),2017-07-06,1014.75,1013.25,1001.0,36322.0,1010.5,1010.0,3.25,4318,2018-07-16,True,-0.0097,False,0.986183074266,ZS,ZSN18,FUT,2,0.704109589041
ZSQ18 (Aug '18),ZSQ18 (Aug '18),2017-07-06,1011.5,1011.5,1006.5,1207.0,0.0,1008.25,3.25,1,2018-08-16,True,-0.0096,False,0.987889273356,ZS,ZSQ18,FUT,2,0.78904109589
ZSU18 (Sep '18),ZSU18 (Sep '18),2017-07-06,999.5,999.5,992.75,100.0,995.5,997.25,2.25,9,2018-09-16,True,-0.0002,False,0.999749874937,ZS,ZSU18,FUT,2,0.87397260274
ZSX18 (Nov '18),ZSX18 (Nov '18),2017-07-06,992.75,989.75,978.75,10922.0,987.5,987.5,2.25,1177,2018-11-16,True,0.01,False,1.00959838343,ZS,ZSX18,FUT,2,1.04109589041
ZSF19 (Jan '19),ZSF19 (Jan '19),2017-07-06,994.5,994.5,994.0,78.0,994.0,992.25,2.25,3,2019-01-16,True,0.0058,False,1.00477626948,ZS,ZSF19,FUT,2,1.20821917808
ZSH19 (Mar '19),ZSH19 (Mar '19),2017-07-06,994.25,994.25,994.25,7.0,0.0,992.75,1.5,0,2019-03-16,True,0.0069,False,1.00502891627,ZS,ZSH19,FUT,2,1.3698630137
ZSK19 (May '19),ZSK19 (May '19),2017-07-06,994.5,994.5,994.5,7.0,0.0,993.0,1.5,0,2019-05-16,True,0.0074,False,1.00477626948,ZS,ZSK19,FUT,2,1.53698630137
ZSN19 (Jul '19),ZSN19 (Jul '19),2017-07-06,999.0,999.0,999.0,20.0,0.0,995.5,3.5,0,2019-07-16,True,0.0004,False,1.00025025025,ZS,ZSN19,FUT,2,1.70410958904
ZSQ19 (Aug '19),ZSQ19 (Aug '19),2017-07-06,981.5,981.5,981.5,7.0,0.0,978.0,3.5,0,2019-08-16,True,0.0326,False,1.01808456444,ZS,ZSQ19,FUT,2,1.78904109589
ZSU19 (Sep '19),ZSU19 (Sep '19),2017-07-06,975.5,975.5,975.5,7.0,0.0,972.0,3.5,0,2019-09-16,True,0.0461,False,1.02434648898,ZS,ZSU19,FUT,2,1.87397260274
ZSX19 (Nov '19),ZSX19 (Nov '19),2017-07-06,975.0,974.5,974.5,100.0,975.0,974.5,0.0,1,2019-11-16,True,0.0525,False,1.02539763982,ZS,ZSX19,FUT,2,2.04109589041
ZSN20 (Jul '20),ZSN20 (Jul '20),2017-07-06,988.75,988.75,988.75,5.0,0.0,988.75,0.0,0,2020-07-16,True,0.029,False,1.01061946903,ZS,ZSN20,FUT,2,2.70684931507
ZSX20 (Nov '20),ZSX20 (Nov '20),2017-07-06,971.75,971.75,971.75,7.0,0.0,971.75,0.0,0,2020-11-16,True,0.0887,False,1.02829945974,ZS,ZSX20,FUT,2,3.04383561644
ZMY00 (Cash),ZMY00 (Cash),2017-07-06,322.0,322.0,322.0,0.0,0.0,318.3,3.7,0,2017-07-06,True,,False,,ZM,ZMY00,FUT,2,
ZMN17 (Jul '17),ZMN17 (Jul '17),2017-07-06,320.0,320.0,314.9,2428.0,317.5,316.5,3.5,1496,2017-07-16,True,,False,,ZM,ZMN17,FUT,2,
ZMQ17 (Aug '17),ZMQ17 (Aug '17),2017-07-06,322.3,322.0,316.0,53468.0,320.1,318.3,3.7,21560,2017-08-16,True,,False,,ZM,ZMQ17,FUT,2,
ZMU17 (Sep '17),ZMU17 (Sep '17),2017-07-06,324.5,324.1,318.1,38197.0,322.2,320.5,3.6,10585,2017-09-16,True,,False,,ZM,ZMU17,FUT,2,
ZMV17 (Oct '17),ZMV17 (Oct '17),2017-07-06,326.4,326.1,320.0,23712.0,324.3,322.4,3.7,4741,2017-10-16,True,,False,,ZM,ZMV17,FUT,2,
ZMZ17 (Dec '17),ZMZ17 (Dec '17),2017-07-06,330.0,329.7,323.3,167661.0,327.5,325.6,4.1,56112,2017-12-16,True,,True,0.0,ZM,ZMZ17,FUT,2,0.0027397260274
ZMF18 (Jan '18),ZMF18 (Jan '18),2017-07-06,331.4,331.2,324.6,21700.0,328.7,326.9,4.3,6202,2018-01-16,True,-0.0006,False,0.995471014493,ZM,ZMF18,FUT,2,0.12602739726
ZMH18 (Mar '18),ZMH18 (Mar '18),2017-07-06,331.2,331.0,324.6,18480.0,328.2,326.8,4.2,5417,2018-03-16,True,-0.0011,False,0.996072507553,ZM,ZMH18,FUT,2,0.287671232877
ZMK18 (May '18),ZMK18 (May '18),2017-07-06,330.7,330.5,324.5,9811.0,327.4,327.0,3.5,2667,2018-05-16,True,-0.0011,False,0.997579425113,ZM,ZMK18,FUT,2,0.454794520548
ZMN18 (Jul '18),ZMN18 (Jul '18),2017-07-06,331.9,331.8,325.5,13326.0,328.9,328.3,3.5,2641,2018-07-16,True,-0.0039,False,0.993670886076,ZM,ZMN18,FUT,2,0.621917808219
ZMQ18 (Aug '18),ZMQ18 (Aug '18),2017-07-06,331.6,331.6,325.3,2635.0,327.5,328.1,3.5,51,2018-08-16,True,-0.0041,False,0.994270205066,ZM,ZMQ18,FUT,2,0.706849315068
ZMU18 (Sep '18),ZMU18 (Sep '18),2017-07-06,330.9,330.9,325.5,2215.0,0.0,327.5,3.4,48,2018-09-16,True,-0.0029,False,0.996373526745,ZM,ZMU18,FUT,2,0.791780821918
