,contractSymbol,dailyDate1dAgo,dailyHighPrice,dailyLastPrice,dailyLowPrice,dailyOpenInterest,dailyOpenPrice,dailyPreviousPrice,dailyPriceChange,dailyVolume,expiredDate,hasOptions,implied_roll_yeild,main_volume,preminum,root,symbol,symbolCode,symbolType,year_num
KEK19 (May '19),KEK19 (May '19),2017-07-06,626.25,626.25,626.25,10.0,0.0,646.25,-20.0,0,2019-05-16,True,-0.2072,False,0.872654690619,KE,KEK19,FUT,2,1.70410958904
KEN19 (Jul '19),KEN19 (Jul '19),2017-07-06,618.25,618.0,618.0,68.0,618.25,638.5,-20.5,1,2019-07-16,True,-0.2055,False,0.88430420712,KE,KEN19,FUT,2,1.87123287671
MWY00 (Cash),MWY00 (Cash),2017-07-06,874.0,874.0,874.0,0.0,0.0,917.25,-43.25,0,2017-07-06,True,,False,,MW,MWY00,FUT,2,
MWN17 (Jul '17),MWN17 (Jul '17),2017-07-06,812.75,763.25,763.25,30.0,0.0,810.5,-47.25,32,2017-07-16,True,,False,,MW,MWN17,FUT,2,
MWU17 (Sep '17),MWU17 (Sep '17),2017-07-06,828.5,769.0,762.0,33861.0,828.0,819.75,-50.75,9673,2017-09-16,True,,True,0.0,MW,MWU17,FUT,2,0.0027397260274
MWZ17 (Dec '17),MWZ17 (Dec '17),2017-07-06,815.0,760.75,754.0,27081.0,815.0,803.75,-43.0,6584,2017-12-16,True,0.0031,False,1.01084456129,MW,MWZ17,FUT,2,0.290410958904
MWH18 (Mar '18),MWH18 (Mar '18),2017-07-06,795.0,746.75,741.75,13096.0,794.5,785.75,-39.0,2471,2018-03-16,True,0.0159,False,1.02979578172,MW,MWH18,FUT,2,0.53698630137
MWK18 (May '18),MWK18 (May '18),2017-07-06,776.0,735.0,733.5,4897.0,772.5,771.0,-36.0,1367,2018-05-16,True,0.0324,False,1.0462585034,MW,MWK18,FUT,2,0.704109589041
MWN18 (Jul '18),MWN18 (Jul '18),2017-07-06,746.75,725.75,723.75,1975.0,737.0,756.75,-31.0,323,2018-07-16,True,0.0517,False,1.05959352394,MW,MWN18,FUT,2,0.871232876712
MWU18 (Sep '18),MWU18 (Sep '18),2017-07-06,671.75,662.5,660.0,922.0,662.25,680.25,-17.75,141,2018-09-16,True,0.1679,False,1.16075471698,MW,MWU18,FUT,2,1.04109589041
MWZ18 (Dec '18),MWZ18 (Dec '18),2017-07-06,676.25,669.0,664.0,570.0,666.0,683.5,-14.5,68,2018-12-16,True,0.1969,False,1.14947683109,MW,MWZ18,FUT,2,1.2904109589
MWH19 (Mar '19),MWH19 (Mar '19),2017-07-06,677.25,671.25,671.25,11.0,0.0,685.0,-13.75,2,2019-03-16,True,0.2324,False,1.14562383613,MW,MWH19,FUT,2,1.53698630137
RSY00 (Cash),RSY00 (Cash),2017-07-06,530.8,530.8,530.8,0.0,0.0,525.17,5.63,0,2017-07-06,True,,False,,RS,RSY00,FUT,2,
RSN17 (Jul '17),RSN17 (Jul '17),2017-07-06,573.3,573.3,573.3,410.0,0.0,567.2,6.1,0,2017-07-16,True,,False,,RS,RSN17,FUT,2,
RSX17 (Nov '17),RSX17 (Nov '17),2017-07-06,518.9,518.4,507.3,85956.0,510.8,510.8,7.6,20130,2017-11-16,True,,True,0.0,RS,RSX17,FUT,2,0.0027397260274
RSF18 (Jan '18),RSF18 (Jan '18),2017-07-06,522.6,522.3,512.5,16955.0,515.0,515.6,6.7,3910,2018-01-16,True,-0.0016,False,0.992533026996,RS,RSF18,FUT,2,0.208219178082
RSH18 (Mar '18),RSH18 (Mar '18),2017-07-06,527.0,526.3,517.5,3507.0,518.3,520.5,5.8,1089,2018-03-16,True,-0.0056,False,0.984989549686,RS,RSH18,FUT,2,0.369863013699
RSK18 (May '18),RSK18 (May '18),2017-07-06,529.2,528.0,519.5,388.0,519.5,523.7,4.3,39,2018-05-16,True,-0.0098,False,0.981818181818,RS,RSK18,FUT,2,0.53698630137
RSN18 (Jul '18),RSN18 (Jul '18),2017-07-06,531.0,529.1,524.8,215.0,525.0,525.0,4.1,85,2018-07-16,True,-0.0143,False,0.979776979777,RS,RSN18,FUT,2,0.704109589041
RSX18 (Nov '18),RSX18 (Nov '18),2017-07-06,503.0,487.7,484.1,234.0,503.0,505.2,-17.5,80,2018-11-16,True,0.0656,False,1.06294853393,RS,RSX18,FUT,2,1.04109589041
RSF19 (Jan '19),RSF19 (Jan '19),2017-07-06,488.4,488.4,484.9,0.0,0.0,505.9,-17.5,0,2019-01-16,True,0.0747,False,1.06142506143,RS,RSF19,FUT,2,1.20821917808
RSH19 (Mar '19),RSH19 (Mar '19),2017-07-06,488.4,488.4,484.9,0.0,0.0,505.9,-17.5,0,2019-03-16,True,0.0851,False,1.06142506143,RS,RSH19,FUT,2,1.3698630137
RSK19 (May '19),RSK19 (May '19),2017-07-06,488.4,488.4,484.9,0.0,0.0,505.9,-17.5,0,2019-05-16,True,0.096,False,1.06142506143,RS,RSK19,FUT,2,1.53698630137
RSN19 (Jul '19),RSN19 (Jul '19),2017-07-06,488.4,488.4,484.9,0.0,0.0,505.9,-17.5,0,2019-07-16,True,0.1069,False,1.06142506143,RS,RSN19,FUT,2,1.70410958904
ESY00 (Cash),ESY00 (Cash),2017-07-06,2424.28,2409.75,2407.7,0.0,2423.44,2432.54,-22.79,0,2017-07-06,True,,False,,ES,ESY00,FUT,2,
ESU17 (Sep '17),ESU17 (Sep '17),2017-07-06,2430.5,2408.5,2405.25,2829632.0,2428.0,2428.0,-19.5,1590195,2017-09-16,True,,True,0.0,ES,ESU17,FUT,2,0.0027397260274
ESZ17 (Dec '17),ESZ17 (Dec '17),2017-07-06,2428.25,2406.5,2403.5,22777.0,2426.0,2426.0,-19.5,3819,2017-12-16,True,0.0002,False,1.00083108248,ES,ESZ17,FUT,2,0.290410958904
ESH18 (Mar '18),ESH18 (Mar '18),2017-07-06,2426.75,2404.75,2402.25,814.0,2416.25,2424.5,-19.75,220,2018-03-16,True,0.0008,False,1.00155941366,ES,ESH18,FUT,2,0.53698630137
ESM18 (Jun '18),ESM18 (Jun '18),2017-07-06,2403.75,2403.75,2403.75,10.0,0.0,2423.5,-19.75,0,2018-06-16,True,0.0016,False,1.00197607904,ES,ESM18,FUT,2,0.78904109589
ESU18 (Sep '18),ESU18 (Sep '18),2017-07-06,2403.75,2403.75,2403.75,0.0,0.0,2423.5,-19.75,0,2018-09-16,True,0.0021,False,1.00197607904,ES,ESU18,FUT,2,1.04109589041
NQY00 (Cash),NQY00 (Cash),2017-07-06,5628.84,5597.9,5579.64,0.0,5606.42,5648.82,-50.92,0,2017-07-06,True,,False,,NQ,NQY00,FUT,2,
NQU17 (Sep '17),NQU17 (Sep '17),2017-07-06,5652.75,5596.75,5580.0,287807.0,5650.5,5651.5,-54.75,365378,2017-09-16,True,,True,0.0,NQ,NQU17,FUT,2,0.0027397260274
NQZ17 (Dec '17),NQZ17 (Dec '17),2017-07-06,5655.5,5603.0,5588.0,965.0,5655.0,5658.25,-55.25,321,2017-12-16,True,-0.0003,False,0.998884526147,NQ,NQZ17,FUT,2,0.290410958904
NQH18 (Mar '18),NQH18 (Mar '18),2017-07-06,5637.0,5611.5,5602.0,37.0,5602.0,5666.75,-55.25,3,2018-03-16,True,-0.0014,False,0.997371469304,NQ,NQH18,FUT,2,0.53698630137
NQM18 (Jun '18),NQM18 (Jun '18),2017-07-06,5613.5,5613.5,5613.5,0.0,0.0,5668.75,-55.25,0,2018-06-16,True,-0.0024,False,0.997016121849,NQ,NQM18,FUT,2,0.78904109589
NQU18 (Sep '18),NQU18 (Sep '18),2017-07-06,5618.5,5618.5,5618.5,0.0,0.0,5673.75,-55.25,0,2018-09-16,True,-0.004,False,0.996128860016,NQ,NQU18,FUT,2,1.04109589041
YMY00 (Cash),YMY00 (Cash),2017-07-06,21433.1,21320.04,21305.38,0.0,21423.93,21478.17,-158.13,0,2017-07-06,False,,False,,YM,YMY00,INDEX,2,
YMU17 (Sep '17),YMU17 (Sep '17),2017-07-06,21441.0,21280.0,21257.0,131069.0,21420.0,21422.0,-142.0,143721,2017-09-16,True,,True,0.0,YM,YMU17,FUT,2,0.0027397260274
YMZ17 (Dec '17),YMZ17 (Dec '17),2017-07-06,21365.0,21240.0,21222.0,201.0,21365.0,21379.0,-139.0,41,2017-12-16,True,0.0005,False,1.00188323917,YM,YMZ17,FUT,2,0.290410958904
YMH18 (Mar '18),YMH18 (Mar '18),2017-07-06,21205.0,21205.0,21205.0,10.0,0.0,21344.0,-139.0,0,2018-03-16,True,0.0019,False,1.00353690167,YM,YMH18,FUT,2,0.53698630137
YMM18 (Jun '18),YMM18 (Jun '18),2017-07-06,21174.0,21174.0,21174.0,0.0,0.0,21313.0,-139.0,0,2018-06-16,True,0.0039,False,1.00500613961,YM,YMM18,FUT,2,0.78904109589
RJY00 (Cash),RJY00 (Cash),2017-07-06,1418.86,1400.81,1398.83,0.0,1418.86,1420.15,-19.34,0,2017-07-06,True,,False,,RJ,RJY00,FUT,2,
RJU17 (Sep '17),RJU17 (Sep '17),2017-07-06,1419.6,1400.3,1398.1,568071.0,1418.7,1418.5,-18.2,137258,2017-09-16,True,,True,0.0,RJ,RJU17,FUT,2,0.0027397260274
RJZ17 (Dec '17),RJZ17 (Dec '17),2017-07-06,1411.4,1399.4,1398.6,111.0,1410.8,1417.6,-18.2,12,2017-12-16,True,0.0002,False,1.00064313277,RJ,RJZ17,FUT,2,0.290410958904
RJH18 (Mar '18),RJH18 (Mar '18),2017-07-06,1398.4,1398.4,1398.4,1.0,0.0,1416.6,-18.2,0,2018-03-16,True,0.0007,False,1.00135869565,RJ,RJH18,FUT,2,0.53698630137
RJM18 (Jun '18),RJM18 (Jun '18),2017-07-06,1397.4,1397.4,1397.4,2.0,0.0,1415.6,-18.2,0,2018-06-16,True,0.0016,False,1.00207528267,RJ,RJM18,FUT,2,0.78904109589
EWY00 (Cash),EWY00 (Cash),2017-07-06,1747.17,1730.75,1728.93,0.0,1746.01,1751.94,-21.19,0,2017-07-06,False,,False,,EW,EWY00,INDEX,2,
EWU17 (Sep '17),EWU17 (Sep '17),2017-07-06,1751.3,1730.2,1727.8,94658.0,1750.3,1751.9,-21.7,18380,2017-09-16,True,,True,0.0,EW,EWU17,FUT,2,0.0027397260274
EWZ17 (Dec '17),EWZ17 (Dec '17),2017-07-06,1727.2,1727.2,1727.2,0.0,0.0,1748.9,-21.7,0,2017-12-16,True,0.0005,False,1.00173691524,EW,EWZ17,FUT,2,0.290410958904
EWH18 (Mar '18),EWH18 (Mar '18),2017-07-06,1723.9,1723.9,1723.9,0.0,0.0,1745.6,-21.7,0,2018-03-16,True,0.002,False,1.00365450432,EW,EWH18,FUT,2,0.53698630137
EWM18 (Jun '18),EWM18 (Jun '18),2017-07-06,1722.5,1722.5,1722.5,0.0,0.0,1744.2,-21.7,0,2018-06-16,True,0.0035,False,1.00447024673,EW,EWM18,FUT,2,0.78904109589
EWU18 (Sep '18),EWU18 (Sep '18),2017-07-06,1719.2,1719.2,1719.2,0.0,0.0,1740.9,-21.7,0,2018-09-16,True,0.0067,False,1.0063983248,EW,EWU18,FUT,2,1.04109589041
VIY00 (Cash),VIY00 (Cash),2017-07-06,13.05,12.54,11.18,0.0,11.2,11.07,1.47,0,2017-07-06,False,,False,,VI,VIY00,FUT,2,
VIN17 (Jul '17),VIN17 (Jul '17),2017-07-06,13.2,13.025,12.2,221850.0,12.3,12.325,0.7,187151,2017-07-16,False,,True,0.0,VI,VIN17,FUT,2,0.0027397260274
VIQ17 (Aug '17),VIQ17 (Aug '17),2017-07-06,13.55,13.425,12.8,165104.0,12.9,12.925,0.5,136626,2017-08-16,False,-0.0038,False,0.970204841713,VI,VIQ17,FUT,2,0.12602739726
VIU17 (Sep '17),VIU17 (Sep '17),2017-07-06,14.4,14.275,13.75,66416.0,13.9,13.875,0.4,41561,2017-09-16,False,-0.0191,False,0.912434325744,VI,VIU17,FUT,2,0.21095890411
VIV17 (Oct '17),VIV17 (Oct '17),2017-07-06,15.0,14.875,14.45,38267.0,14.6,14.575,0.3,17699,2017-10-16,False,-0.0382,False,0.875630252101,VI,VIV17,FUT,2,0.293150684932
VIX17 (Nov '17),VIX17 (Nov '17),2017-07-06,15.44,15.325,14.96,32955.0,15.1,15.075,0.25,9647,2017-11-16,False,-0.0596,False,0.849918433931,VI,VIX17,FUT,2,0.378082191781
VIZ17 (Dec '17),VIZ17 (Dec '17),2017-07-06,15.63,15.475,15.19,23609.0,15.3,15.275,0.2,7037,2017-12-16,False,-0.0763,False,0.841680129241,VI,VIZ17,FUT,2,0.460273972603
VIF18 (Jan '18),VIF18 (Jan '18),2017-07-06,16.65,16.575,16.25,11765.0,16.36,16.325,0.25,3788,2018-01-16,False,-0.1231,False,0.785822021116,VI,VIF18,FUT,2,0.545205479452
VIG18 (Feb '18),VIG18 (Feb '18),2017-07-06,17.07,16.95,16.7,2327.0,16.8,16.775,0.175,1125,2018-02-16,False,-0.1529,False,0.768436578171,VI,VIG18,FUT,2,0.630136986301
VIH18 (Mar '18),VIH18 (Mar '18),2017-07-06,17.46,17.4,17.04,568.0,17.2,17.25,0.15,690,2018-03-16,False,-0.1851,False,0.748563218391,VI,VIH18,FUT,2,0.706849315068
GDY00 (Cash),GDY00 (Cash),2017-07-06,374.67,371.31,369.1,0.0,369.91,369.91,1.4,0,2017-07-06,False,,False,,GD,GDY00,FUT,2,
GDN17 (Jul '17),GDN17 (Jul '17),2017-07-06,374.65,370.55,369.8,13555.0,371.6,369.75,0.8,780,2017-07-16,False,,True,0.0,GD,GDN17,FUT,2,0.0027397260274
GDQ17 (Aug '17),GDQ17 (Aug '17),2017-07-06,373.5,369.7,369.7,1310.0,0.0,368.75,0.95,660,2017-08-16,False,0.0003,False,1.00229916148,GD,GDQ17,FUT,2,0.12602739726
GDU17 (Sep '17),GDU17 (Sep '17),2017-07-06,371.3,371.3,371.3,0.0,0.0,370.35,0.95,0,2017-09-16,False,-0.0004,False,0.997980070024,GD,GDU17,FUT,2,0.21095890411
LEY00 (Cash),LEY00 (Cash),2017-07-06,117.0,117.0,117.0,0.0,0.0,118.98,-1.98,0,2017-07-06,True,,False,,LE,LEY00,FUT,2,
LEQ17 (Aug '17),LEQ17 (Aug '17),2017-07-06,115.625,114.95,112.425,148589.0,113.6,113.55,1.4,35243,2017-08-16,True,,True,0.0,LE,LEQ17,FUT,2,0.0027397260274
LEV17 (Oct '17),LEV17 (Oct '17),2017-07-06,114.375,113.875,111.7,119042.0,112.8,112.825,1.05,22392,2017-10-16,True,0.002,False,1.00944017563,LE,LEV17,FUT,2,0.208219178082
LEZ17 (Dec '17),LEZ17 (Dec '17),2017-07-06,114.925,114.55,112.425,60811.0,113.35,113.525,1.025,8810,2017-12-16,True,0.0013,False,1.00349192492,LE,LEZ17,FUT,2,0.375342465753
LEG18 (Feb '18),LEG18 (Feb '18),2017-07-06,115.525,115.25,113.275,27928.0,114.0,114.325,0.925,6052,2018-02-16,True,-0.0014,False,0.997396963124,LE,LEG18,FUT,2,0.545205479452
LEJ18 (Apr '18),LEJ18 (Apr '18),2017-07-06,114.575,114.275,112.45,12547.0,113.25,113.4,0.875,2892,2018-04-16,True,0.0042,False,1.00590680376,LE,LEJ18,FUT,2,0.706849315068
LEM18 (Jun '18),LEM18 (Jun '18),2017-07-06,108.15,108.025,106.125,6228.0,106.875,107.025,1.0,441,2018-06-16,True,0.0558,False,1.06410553113,LE,LEM18,FUT,2,0.87397260274
LEQ18 (Aug '18),LEQ18 (Aug '18),2017-07-06,106.775,106.625,105.075,1100.0,105.175,105.9,0.725,131,2018-08-16,True,0.0814,False,1.07807737397,LE,LEQ18,FUT,2,1.04109589041
LEV18 (Oct '18),LEV18 (Oct '18),2017-07-06,107.075,107.075,107.075,1.0,0.0,106.775,0.3,0,2018-10-16,True,0.0895,False,1.0735465795,LE,LEV18,FUT,2,1.20821917808
LEZ18 (Dec '18),LEZ18 (Dec '18),2017-07-06,107.575,107.575,107.575,0.0,0.0,107.275,0.3,0,2018-12-16,True,0.0955,False,1.06855682082,LE,LEZ18,FUT,2,1.37534246575
GFY00 (Cash),GFY00 (Cash),2017-07-06,145.97,145.97,145.97,0.0,0.0,147.53,-1.56,0,2017-07-06,True,,False,,GF,GFY00,FUT,2,
GFQ17 (Aug '17),GFQ17 (Aug '17),2017-07-06,145.35,144.625,141.2,29909.0,142.85,142.225,2.4,8084,2017-08-16,True,,True,0.0,GF,GFQ17,FUT,2,0.0027397260274
GFU17 (Sep '17),GFU17 (Sep '17),2017-07-06,145.4,144.775,141.55,11820.0,143.025,142.725,2.05,4053,2017-09-16,True,-0.0001,False,0.998963909515,GF,GFU17,FUT,2,0.12602739726
GFV17 (Oct '17),GFV17 (Oct '17),2017-07-06,144.275,143.825,140.9,7401.0,142.625,142.275,1.55,2783,2017-10-16,True,0.0012,False,1.00556231531,GF,GFV17,FUT,2,0.208219178082
GFX17 (Nov '17),GFX17 (Nov '17),2017-07-06,143.45,143.0,140.2,4434.0,142.0,141.75,1.25,1180,2017-11-16,True,0.0033,False,1.01136363636,GF,GFX17,FUT,2,0.293150684932
GFF18 (Jan '18),GFF18 (Jan '18),2017-07-06,139.975,139.575,136.95,3461.0,138.1,138.25,1.325,609,2018-01-16,True,0.0165,False,1.03618126455,GF,GFF18,FUT,2,0.460273972603
GFH18 (Mar '18),GFH18 (Mar '18),2017-07-06,137.45,137.025,134.85,833.0,136.55,135.9,1.125,193,2018-03-16,True,0.0341,False,1.05546433133,GF,GFH18,FUT,2,0.621917808219
GFJ18 (Apr '18),GFJ18 (Apr '18),2017-07-06,135.925,135.925,135.45,67.0,135.475,135.825,0.1,25,2018-04-16,True,0.0448,False,1.0640058856,GF,GFJ18,FUT,2,0.706849315068
GFK18 (May '18),GFK18 (May '18),2017-07-06,135.9,135.9,135.0,21.0,135.0,135.775,0.125,15,2018-05-16,True,0.0503,False,1.06420161884,GF,GFK18,FUT,2,0.78904109589
HEY00 (Cash),HEY00 (Cash),2017-07-06,91.93,91.93,91.93,0.0,0.0,91.93,0.0,0,2017-07-06,True,,False,,HE,HEY00,FUT,2,
HEN17 (Jul '17),HEN17 (Jul '17),2017-07-06,92.475,91.475,91.2,15610.0,92.475,92.05,-0.575,5081,2017-07-16,True,,False,,HE,HEN17,FUT,2,
HEQ17 (Aug '17),HEQ17 (Aug '17),2017-07-06,84.825,82.65,82.2,91901.0,84.675,84.575,-1.925,22389,2017-08-16,True,,True,0.0,HE,HEQ17,FUT,2,0.0027397260274
HEV17 (Oct '17),HEV17 (Oct '17),2017-07-06,72.1,70.725,69.825,77274.0,71.725,72.125,-1.4,18358,2017-10-16,True,0.033,False,1.16861081654,HE,HEV17,FUT,2,0.208219178082
HEZ17 (Dec '17),HEZ17 (Dec '17),2017-07-06,65.4,65.25,63.7,42850.0,65.25,65.45,-0.2,9422,2017-12-16,True,0.0928,False,1.26666666667,HE,HEZ17,FUT,2,0.375342465753
HEG18 (Feb '18),HEG18 (Feb '18),2017-07-06,68.85,68.725,67.1,19586.0,68.625,68.625,0.1,4478,2018-02-16,True,0.1058,False,1.20261913423,HE,HEG18,FUT,2,0.545205479452
HEJ18 (Apr '18),HEJ18 (Apr '18),2017-07-06,72.0,71.9,70.625,19513.0,71.5,71.8,0.1,2519,2018-04-16,True,0.1035,False,1.1495132128,HE,HEJ18,FUT,2,0.706849315068
HEK18 (May '18),HEK18 (May '18),2017-07-06,75.85,75.85,75.1,406.0,75.45,75.75,0.1,64,2018-05-16,True,0.0701,False,1.08965062624,HE,HEK18,FUT,2,0.78904109589
HEM18 (Jun '18),HEM18 (Jun '18),2017-07-06,78.5,78.5,77.625,8497.0,78.175,78.325,0.175,811,2018-06-16,True,0.0461,False,1.05286624204,HE,HEM18,FUT,2,0.87397260274
HEN18 (Jul '18),HEN18 (Jul '18),2017-07-06,77.775,77.725,76.8,733.0,76.8,77.5,0.225,119,2018-07-16,True,0.0605,False,1.06336442586,HE,HEN18,FUT,2,0.956164383562
HEQ18 (Aug '18),HEQ18 (Aug '18),2017-07-06,76.125,76.125,75.225,390.0,75.6,75.95,0.175,66,2018-08-16,True,0.0894,False,1.08571428571,HE,HEQ18,FUT,2,1.04109589041
HEV18 (Oct '18),HEV18 (Oct '18),2017-07-06,66.0,65.75,65.4,100.0,66.0,66.0,-0.25,36,2018-10-16,True,0.3184,False,1.25703422053,HE,HEV18,FUT,2,1.20821917808
HEZ18 (Dec '18),HEZ18 (Dec '18),2017-07-06,61.05,61.05,61.05,2.0,0.0,61.15,-0.1,0,2018-12-16,True,0.5168,False,1.35380835381,HE,HEZ18,FUT,2,1.37534246575
DLN17 (Jul '17),DLN17 (Jul '17),2017-07-06,15.8,15.72,15.6,5069.0,15.73,15.68,0.04,626,2017-07-16,True,,True,0.0,DL,DLN17,FUT,2,0.0027397260274
DLQ17 (Aug '17),DLQ17 (Aug '17),2017-07-06,16.74,16.66,16.5,4433.0,16.56,16.52,0.14,466,2017-08-16,True,-0.0073,False,0.943577430972,DL,DLQ17,FUT,2,0.12602739726
DLU17 (Sep '17),DLU17 (Sep '17),2017-07-06,16.97,16.88,16.78,4333.0,16.78,16.74,0.14,146,2017-09-16,True,-0.0149,False,0.931279620853,DL,DLU17,FUT,2,0.21095890411
DLV17 (Oct '17),DLV17 (Oct '17),2017-07-06,17.15,17.11,17.01,3123.0,17.01,16.95,0.16,76,2017-10-16,True,-0.0245,False,0.918760958504,DL,DLV17,FUT,2,0.293150684932
DLX17 (Nov '17),DLX17 (Nov '17),2017-07-06,17.15,17.12,17.05,2762.0,17.08,16.99,0.13,43,2017-11-16,True,-0.0317,False,0.918224299065,DL,DLX17,FUT,2,0.378082191781
DLZ17 (Dec '17),DLZ17 (Dec '17),2017-07-06,16.93,16.93,16.86,2570.0,16.86,16.85,0.08,29,2017-12-16,True,-0.0336,False,0.928529238039,DL,DLZ17,FUT,2,0.460273972603
DLF18 (Jan '18),DLF18 (Jan '18),2017-07-06,16.65,16.65,16.64,821.0,16.64,16.57,0.08,11,2018-01-16,True,-0.0309,False,0.944144144144,DL,DLF18,FUT,2,0.545205479452
DLG18 (Feb '18),DLG18 (Feb '18),2017-07-06,16.65,16.65,16.64,762.0,16.65,16.54,0.11,1,2018-02-16,True,-0.0356,False,0.944144144144,DL,DLG18,FUT,2,0.630136986301
DLH18 (Mar '18),DLH18 (Mar '18),2017-07-06,16.6,16.59,16.59,676.0,0.0,16.54,0.05,3,2018-03-16,True,-0.0374,False,0.947558770344,DL,DLH18,FUT,2,0.706849315068
DLJ18 (Apr '18),DLJ18 (Apr '18),2017-07-06,16.47,16.47,16.47,521.0,0.0,16.45,0.02,0,2018-04-16,True,-0.0362,False,0.954462659381,DL,DLJ18,FUT,2,0.791780821918
DLK18 (May '18),DLK18 (May '18),2017-07-06,16.53,16.46,16.46,536.0,16.53,16.41,0.05,1,2018-05-16,True,-0.0394,False,0.955042527339,DL,DLK18,FUT,2,0.87397260274
DLM18 (Jun '18),DLM18 (Jun '18),2017-07-06,16.62,16.62,16.62,478.0,0.0,16.62,0.0,2,2018-06-16,True,-0.052,False,0.945848375451,DL,DLM18,FUT,2,0.958904109589
DLN18 (Jul '18),DLN18 (Jul '18),2017-07-06,16.75,16.75,16.73,150.0,0.0,16.76,-0.01,0,2018-07-16,True,-0.0639,False,0.938507462687,DL,DLN18,FUT,2,1.04109589041
DLQ18 (Aug '18),DLQ18 (Aug '18),2017-07-06,16.8,16.77,16.73,150.0,16.73,16.8,-0.03,4,2018-08-16,True,-0.0702,False,0.937388193202,DL,DLQ18,FUT,2,1.12602739726
DLU18 (Sep '18),DLU18 (Sep '18),2017-07-06,16.84,16.84,16.84,137.0,0.0,16.84,0.0,0,2018-09-16,True,-0.08,False,0.933491686461,DL,DLU18,FUT,2,1.21095890411
DLV18 (Oct '18),DLV18 (Oct '18),2017-07-06,16.85,16.85,16.85,82.0,0.0,16.85,0.0,0,2018-10-16,True,-0.0859,False,0.93293768546,DL,DLV18,FUT,2,1.29315068493
DLX18 (Nov '18),DLX18 (Nov '18),2017-07-06,16.86,16.86,16.86,83.0,0.0,16.86,0.0,0,2018-11-16,True,-0.092,False,0.932384341637,DL,DLX18,FUT,2,1.37808219178
DLZ18 (Dec '18),DLZ18 (Dec '18),2017-07-06,16.77,16.77,16.77,82.0,0.0,16.77,0.0,0,2018-12-16,True,-0.0901,False,0.937388193202,DL,DLZ18,FUT,2,1.4602739726
DLF19 (Jan '19),DLF19 (Jan '19),2017-07-06,16.58,16.58,16.58,0.0,0.0,16.58,0.0,0,2019-01-16,True,-0.079,False,0.948130277443,DL,DLF19,FUT,2,1.54520547945
DLG19 (Feb '19),DLG19 (Feb '19),2017-07-06,16.68,16.68,16.68,0.0,0.0,16.68,0.0,0,2019-02-16,True,-0.0921,False,0.942446043165,DL,DLG19,FUT,2,1.6301369863
DLH19 (Mar '19),DLH19 (Mar '19),2017-07-06,16.78,16.78,16.78,0.0,0.0,16.78,0.0,0,2019-03-16,True,-0.1054,False,0.936829558999,DL,DLH19,FUT,2,1.70684931507
DLJ19 (Apr '19),DLJ19 (Apr '19),2017-07-06,16.88,16.88,16.88,0.0,0.0,16.88,0.0,0,2019-04-16,True,-0.1198,False,0.931279620853,DL,DLJ19,FUT,2,1.79178082192
DLK19 (May '19),DLK19 (May '19),2017-07-06,16.88,16.88,16.88,0.0,0.0,16.88,0.0,0,2019-05-16,True,-0.1249,False,0.931279620853,DL,DLK19,FUT,2,1.87397260274
DLM19 (Jun '19),DLM19 (Jun '19),2017-07-06,16.88,16.88,16.88,0.0,0.0,16.88,0.0,0,2019-06-16,True,-0.1302,False,0.931279620853,DL,DLM19,FUT,2,1.95890410959
GCY00 (Cash),GCY00 (Cash),2017-07-06,1228.95,1225.06,1222.72,0.0,1224.31,1225.68,-0.62,0,2017-07-06,True,,False,,GC,GCY00,FUT,2,
GCN17 (Jul '17),GCN17 (Jul '17),2017-07-06,1225.1,1222.2,1222.2,75.0,1225.1,1220.4,1.8,5,2017-07-16,True,,False,,GC,GCN17,FUT,2,
GCQ17 (Aug '17),GCQ17 (Aug '17),2017-07-06,1229.5,1223.3,1221.8,285238.0,1226.5,1221.7,1.6,185809,2017-08-16,True,,True,0.0,GC,GCQ17,FUT,2,0.0027397260274
GCU17 (Sep '17),GCU17 (Sep '17),2017-07-06,1229.0,1225.0,1224.2,256.0,1228.0,1223.4,1.6,141,2017-09-16,True,-0.0002,False,0.998612244898,GC,GCU17,FUT,2,0.12602739726
GCV17 (Oct '17),GCV17 (Oct '17),2017-07-06,1232.0,1226.9,1225.6,18177.0,1230.2,1225.3,1.6,1120,2017-10-16,True,-0.0006,False,0.997065775532,GC,GCV17,FUT,2,0.208219178082
GCZ17 (Dec '17),GCZ17 (Dec '17),2017-07-06,1236.6,1230.6,1229.2,121243.0,1233.4,1228.9,1.7,15556,2017-12-16,True,-0.0022,False,0.994067934341,GC,GCZ17,FUT,2,0.375342465753
GCG18 (Feb '18),GCG18 (Feb '18),2017-07-06,1236.8,1234.1,1233.2,12571.0,1236.7,1232.4,1.7,290,2018-02-16,True,-0.0048,False,0.991248683251,GC,GCG18,FUT,2,0.545205479452
GCJ18 (Apr '18),GCJ18 (Apr '18),2017-07-06,1240.7,1237.6,1236.8,4594.0,1240.4,1235.8,1.8,70,2018-04-16,True,-0.0082,False,0.988445378151,GC,GCJ18,FUT,2,0.706849315068
GCM18 (Jun '18),GCM18 (Jun '18),2017-07-06,1243.5,1241.1,1240.6,7453.0,1243.1,1239.3,1.8,863,2018-06-16,True,-0.0125,False,0.985657884135,GC,GCM18,FUT,2,0.87397260274
